PKG	VERSION	ARCH	SIZE_BYTES	SIZE_HUMAN	MANUAL	DEPENDS	RDEPS_COUNT
gcc	4:11.2.0-1ubuntu1	amd64	51200	50.00 KB	1	cpp (= 4:11.2.0-1ubuntu1), gcc-11 (>= 11.2.0-1~)	7
gcc-10	10.5.0-1ubuntu1~22.04.2	amd64	53871616	51.38 MB	1	cpp-10 (= 10.5.0-1ubuntu1~22.04.2), gcc-10-base (= 10.5.0-1ubuntu1~22.04.2), libcc1-0 (>= 10.5.0-1ubuntu1~22.04.2), binutils (>= 2.38), libgcc-10-dev (= 10.5.0-1ubuntu1~22.04.2), libc6 (>= 2.34), libgcc-s1 (>= 3.0), libgmp10 (>= 2:6.2.1+dfsg), libisl23 (>= 0.15), libmpc3 (>= 1.1.0), libmpfr6 (>= 3.1.3), libstdc++6 (>= 5), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	1
gcc-10-base	10.5.0-1ubuntu1~22.04.2	amd64	277504	271.00 KB	1	-	7
gcc-10-doc	10.5.0-1ubuntu1~22.04.2	all	11405312	10.88 MB	1	gcc-10-base (>= 10)	2
gcc-11	11.4.0-1ubuntu1~22.04.2	amd64	54012928	51.51 MB	0	cpp-11 (= 11.4.0-1ubuntu1~22.04.2), gcc-11-base (= 11.4.0-1ubuntu1~22.04.2), libcc1-0 (>= 11.4.0-1ubuntu1~22.04.2), binutils (>= 2.38), libgcc-11-dev (= 11.4.0-1ubuntu1~22.04.2), libc6 (>= 2.34), libgcc-s1 (>= 3.0), libgmp10 (>= 2:6.2.1+dfsg), libisl23 (>= 0.15), libmpc3 (>= 1.1.0), libmpfr6 (>= 3.1.3), libstdc++6 (>= 5), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	4
gcc-11-base	11.4.0-1ubuntu1~22.04.2	amd64	279552	273.00 KB	0	-	13
gcc-11-multilib	11.4.0-1ubuntu1~22.04.2	amd64	6144	6.00 KB	0	gcc-11-base (= 11.4.0-1ubuntu1~22.04.2), gcc-11 (= 11.4.0-1ubuntu1~22.04.2), libc6-dev-i386 (>= 2.13-0ubuntu6), libc6-dev-x32 (>= 2.13-0ubuntu6), lib32gcc-11-dev (= 11.4.0-1ubuntu1~22.04.2), libx32gcc-11-dev (= 11.4.0-1ubuntu1~22.04.2)	2
gcc-12-base	12.3.0-1ubuntu1~22.04.2	amd64	278528	272.00 KB	0	-	24
gcc-9	9.5.0-1ubuntu1~22.04	amd64	30616576	29.20 MB	0	cpp-9 (= 9.5.0-1ubuntu1~22.04), gcc-9-base (= 9.5.0-1ubuntu1~22.04), libcc1-0 (>= 9.5.0-1ubuntu1~22.04), binutils (>= 2.38), libgcc-9-dev (= 9.5.0-1ubuntu1~22.04), libc6 (>= 2.34), libgcc-s1 (>= 3.0), libgmp10 (>= 2:6.2.1+dfsg), libisl23 (>= 0.15), libmpc3 (>= 1.1.0), libmpfr6 (>= 3.1.3), libstdc++6 (>= 5), zlib1g (>= 1:1.1.4)	0
gcc-9-base	9.5.0-1ubuntu1~22.04	amd64	272384	266.00 KB	0	-	4
gcc-multilib	4:11.2.0-1ubuntu1	amd64	8192	8.00 KB	1	cpp (= 4:11.2.0-1ubuntu1), gcc (= 4:11.2.0-1ubuntu1), gcc-11-multilib (>= 11.2.0-1~), linux-libc-dev (>= 3.0.0-2)	3
gcr	3.40.0-4	amd64	393216	384.00 KB	0	default-dbus-session-bus | dbus-session-bus, libgcr-base-3-1 (= 3.40.0-4), libgcr-ui-3-1 (= 3.40.0-4), dconf-gsettings-backend | gsettings-backend, libc6 (>= 2.34), libglib2.0-0 (>= 2.44.0), libgtk-3-0 (>= 3.22.0)	1
gdb	12.1-0ubuntu1~22.04.2	amd64	11584512	11.05 MB	0	libbabeltrace1 (>= 1.5.4), libc6 (>= 2.34), libdebuginfod1 (>= 0.180), libexpat1 (>= 2.0.1), libgcc-s1 (>= 4.2), libgmp10 (>= 2:6.2.1+dfsg), libipt2 (>= 2.0), liblzma5 (>= 5.1.1alpha+20110809), libmpfr6 (>= 3.1.3), libncursesw6 (>= 6), libpython3.10 (>= 3.10.0), libreadline8 (>= 8), libsource-highlight4v5 (>= 3.1.9), libstdc++6 (>= 12), libtinfo6 (>= 6), libxxhash0 (>= 0.6.5), zlib1g (>= 1:1.2.0)	4
gdbserver	12.1-0ubuntu1~22.04.2	amd64	756736	739.00 KB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libstdc++6 (>= 11)	1
gdisk	1.0.8-4build1	amd64	743424	726.00 KB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.3.1), libncursesw6 (>= 6), libpopt0 (>= 1.14), libstdc++6 (>= 9), libtinfo6 (>= 6), libuuid1 (>= 2.16)	3
gdm3	42.0-1ubuntu7.22.04.3	amd64	1945600	1.86 MB	0	accountsservice (>= 0.6.35), adduser, bash (>= 4.3), dconf-cli (>= 0.20), dconf-gsettings-backend (>= 0.20), dbus-bin | systemd-sysv, dbus-daemon, default-dbus-system-bus | dbus-system-bus, default-logind | logind, gir1.2-gdm-1.0 (= 42.0-1ubuntu7.22.04.3), ubuntu-session | gnome-session | x-session-manager | x-window-manager | x-terminal-emulator, gnome-session-bin (>= 3.37.0), gnome-session-common (>= 3.37.0-2~), gnome-settings-daemon (>= 3.37.0), gnome-shell (>= 3.37.90), gsettings-desktop-schemas, libgdm1 (= 42.0-1ubuntu7.22.04.3), libglib2.0-bin (>= 2.35.0), libpam-modules (>= 0.72-1), libpam-runtime (>= 0.76-13.1), librsvg2-common, lsb-base (>= 3.2-14), policykit-1 (>= 0.105-5~), procps, ucf, x11-common (>= 1:7.6+11), x11-xserver-utils, debconf (>= 0.5) | debconf-2.0, libaccountsservice0 (>= 0.6.55), libaudit1 (>= 1:2.2.1), libc6 (>= 2.34), libcanberra-gtk3-0 (>= 0.25), libcanberra0 (>= 0.2), libgdk-pixbuf-2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.68.0), libgtk-3-0 (>= 3.0.0), libgudev-1.0-0 (>= 232), libkeyutils1 (>= 1.5.9), libpam0g (>= 0.99.7.1), libselinux1 (>= 3.1~), libsystemd0, libx11-6, libxau6 (>= 1:1.0.9), libxcb1, libxdmcp6	0
geoclue-2.0	2.5.7-3ubuntu3	amd64	468992	458.00 KB	0	adduser, libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.34), libglib2.0-0 (>= 2.44.0), libjson-glib-1.0-0 (>= 1.5.2), libmm-glib0 (>= 1.6), libnotify4 (>= 0.7.0), libsoup2.4-1 (>= 2.42)	0
gettext-base	0.21-4ubuntu4	amd64	290816	284.00 KB	0	libc6 (>= 2.34)	3
ghostscript	9.55.0~dfsg1-0ubuntu5.12	amd64	242688	237.00 KB	0	libgs9 (= 9.55.0~dfsg1-0ubuntu5.12), libc6 (>= 2.34)	2
gir1.2-glib-2.0	1.72.0-1	amd64	693248	677.00 KB	0	libgirepository-1.0-1 (>= 1.72.0), libglib2.0-0 (>= 2.71.2)	5
gir1.2-packagekitglib-1.0	1.2.5-2ubuntu3	amd64	125952	123.00 KB	0	gir1.2-glib-2.0 (>= 1.36), libpackagekit-glib2-18 (>= 1.2.5)	1
git	1:2.41.0-0ppa1~ubuntu20.04.1	amd64	46584832	44.43 MB	1	libc6 (>= 2.28), libcurl3-gnutls (>= 7.56.1), libexpat1 (>= 2.0.1), libpcre2-8-0 (>= 10.34), zlib1g (>= 1:1.2.2), perl, liberror-perl, git-man (>> 1:2.41.0), git-man (<< 1:2.41.0-.)	4
git-man	1:2.41.0-0ppa1~ubuntu20.04.1	all	2213888	2.11 MB	0	-	1
gnome-control-center-data	1:41.7-0ubuntu0.22.04.6	all	1019904	996.00 KB	0	dconf-gsettings-backend | gsettings-backend	0
gnome-keyring	40.0-3ubuntu3	amd64	3112960	2.97 MB	0	dconf-gsettings-backend | gsettings-backend, init-system-helpers (>= 1.52), libc6 (>= 2.34), libgck-1-0 (>= 3.3.90), libgcr-base-3-1 (>= 3.28.0), libgcrypt20 (>= 1.9.0), libglib2.0-0 (>= 2.41.1), gcr (>= 3.4), default-dbus-session-bus | dbus-session-bus, p11-kit (>= 0.16), pinentry-gnome3	3
gnome-menus	3.36.0-1ubuntu3	amd64	258048	252.00 KB	0	python3:any	0
gnome-remote-desktop	42.7-0ubuntu1	amd64	483328	472.00 KB	0	dconf-gsettings-backend | gsettings-backend, init-system-helpers (>= 1.52), libc6 (>= 2.34), libcairo2 (>= 1.10.0), libepoxy0 (>= 1.4.3), libfreerdp-client2-2 (>= 2.5.0), libfreerdp-server2-2 (>= 2.5.0), libfreerdp2-2 (>= 2.5.0), libfuse3-3 (>= 3.2.3), libglib2.0-0 (>= 2.68), libnotify4 (>= 0.7.0), libpipewire-0.3-0 (>= 0.3.1), libsecret-1-0 (>= 0.7), libvncserver1 (>= 0.9.10), libwinpr2-2 (>= 2.3.0), libxkbcommon0 (>= 1.0.0), fuse3, libmutter-10-0 (>= 42.1), pipewire (>= 0.3.0), pipewire-media-session | wireplumber	0
gnome-session-common	42.0-1ubuntu2	all	237568	232.00 KB	0	-	0
gnome-settings-daemon	42.1-1ubuntu2.2	amd64	1363968	1.30 MB	0	gnome-settings-daemon-common (= 42.1-1ubuntu2.2), gsettings-desktop-schemas (>= 42~), default-logind | logind, libaccountsservice0 (>= 0.6.40), libasound2 (>= 1.0.16), libc6 (>= 2.34), libcairo2 (>= 1.2.4), libcanberra-gtk3-0 (>= 0.25), libcanberra0 (>= 0.16), libcolord2 (>= 1.4.5), libcups2 (>= 1.6.0), libfontconfig1 (>= 2.12.6), libgck-1-0 (>= 3.2.2), libgcr-base-3-1 (>= 3.8.0), libgeoclue-2-0 (>= 2.4.0), libgeocode-glib0 (>= 3.10.0), libglib2.0-0 (>= 2.59.0), libgnome-desktop-3-19 (>= 3.37.90.1), libgtk-3-0 (>= 3.21.5), libgudev-1.0-0 (>= 146), libgweather-3-16 (>= 40.0), liblcms2-2 (>= 2.2+git20110628), libmm-glib0 (>= 1.0), libnm0 (>= 1.0.0), libnotify4 (>= 0.7.3), libp11-kit0 (>= 0.23.18.1), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libpolkit-gobject-1-0 (>= 0.99), libpulse-mainloop-glib0 (>= 12.99.3), libpulse0 (>= 12.99.3), libupower-glib3 (>= 0.99.12), libwacom9 (>= 2.0.0), libwayland-client0 (>= 1.0.2), libx11-6, libxext6, libxfixes3 (>= 1:6.0.0), libxi6 (>= 2:1.2.99.4)	1
gnome-shell	42.5-0ubuntu1	amd64	4012032	3.83 MB	0	evolution-data-server (>= 3.33.1), gir1.2-accountsservice-1.0, gir1.2-adw-1, gir1.2-atk-1.0, gir1.2-atspi-2.0 (>= 2.36), gir1.2-gcr-3 (>= 3.7.5), gir1.2-gdesktopenums-3.0 (>= 3.12), gir1.2-gdkpixbuf-2.0, gir1.2-gdm-1.0 (>= 3.18.2), gir1.2-geoclue-2.0, gir1.2-glib-2.0 (>= 1.56.0), gir1.2-gnomebluetooth-3.0 (>= 3.12.0), gir1.2-gnomedesktop-3.0 (>= 3.35.90), gir1.2-graphene-1.0 (>= 1.10.2), gir1.2-gstreamer-1.0, gir1.2-gtk-3.0 (>= 3.16), gir1.2-gtk-4.0, gir1.2-gweather-3.0 (>= 40.0), gir1.2-freedesktop, gir1.2-ibus-1.0 (>= 1.5.22-2ubuntu2~), gir1.2-mutter-10 (>= 42.0), gir1.2-nm-1.0, gir1.2-nma-1.0, gir1.2-pango-1.0, gir1.2-polkit-1.0, gir1.2-rsvg-2.0, gir1.2-soup-2.4 (>= 2.40.1), gir1.2-upowerglib-1.0 (>= 0.99), gir1.2-webkit2-4.0 (>= 2.16.0), gnome-settings-daemon (>= 40~), gnome-shell-common (= 42.5-0ubuntu1), gsettings-desktop-schemas (>= 42~beta), gstreamer1.0-pipewire (>= 0.3.10), libglib2.0-bin (>= 2.53.0), python3, ubuntu-wallpapers, dconf-gsettings-backend | gsettings-backend, libatk-bridge2.0-0 (>= 2.5.3), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.34), libcairo2 (>= 1.14.0), libecal-2.0-1 (>= 3.33.4), libedataserver-1.2-26 (>= 3.33.1), libgcr-base-3-1 (>= 3.8.0), libgdk-pixbuf-2.0-0 (>= 2.23.0), libgirepository-1.0-1 (>= 1.35.9), libgjs0g (>= 1.71.1), libgles2, libglib2.0-0 (>= 2.67.3), libgnome-autoar-0-0 (>= 0.1.1), libgnome-desktop-3-19 (>= 3.35.90), libgraphene-1.0-0 (>= 1.5.4), libgtk-3-0 (>= 3.21.6), libgtk-4-1 (>= 4.0.0), libical3 (>= 3.0.0), libjson-glib-1.0-0 (>= 1.5.2), libmutter-10-0 (>= 42.0), libnm0 (>= 1.10.4), libpango-1.0-0 (>= 1.37.5), libpangocairo-1.0-0 (>= 1.14.0), libpolkit-agent-1-0 (>= 0.100), libpolkit-gobject-1-0 (>= 0.94), libpulse-mainloop-glib0 (>= 13), libpulse0 (>= 13), libsecret-1-0 (>= 0.7), libsystemd0, libwayland-server0 (>= 1.0.2), libx11-6, libxfixes3	3
gnupg	2.2.27-3ubuntu2.4	all	484352	473.00 KB	1	dirmngr (<< 2.2.27-3ubuntu2.4.1~), dirmngr (>= 2.2.27-3ubuntu2.4), gnupg-l10n (= 2.2.27-3ubuntu2.4), gnupg-utils (<< 2.2.27-3ubuntu2.4.1~), gnupg-utils (>= 2.2.27-3ubuntu2.4), gpg (<< 2.2.27-3ubuntu2.4.1~), gpg (>= 2.2.27-3ubuntu2.4), gpg-agent (<< 2.2.27-3ubuntu2.4.1~), gpg-agent (>= 2.2.27-3ubuntu2.4), gpg-wks-client (<< 2.2.27-3ubuntu2.4.1~), gpg-wks-client (>= 2.2.27-3ubuntu2.4), gpg-wks-server (<< 2.2.27-3ubuntu2.4.1~), gpg-wks-server (>= 2.2.27-3ubuntu2.4), gpgsm (<< 2.2.27-3ubuntu2.4.1~), gpgsm (>= 2.2.27-3ubuntu2.4), gpgv (<< 2.2.27-3ubuntu2.4.1~), gpgv (>= 2.2.27-3ubuntu2.4)	20
gnupg-l10n	2.2.27-3ubuntu2.4	all	401408	392.00 KB	0	-	1
gnupg-utils	2.2.27-3ubuntu2.4	amd64	805888	787.00 KB	0	libassuan0 (>= 2.5.0), libbz2-1.0, libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42), libksba8 (>= 1.3.5), libreadline8 (>= 6.0), zlib1g (>= 1:1.1.4)	1
gpg	2.2.27-3ubuntu2.4	amd64	1147904	1.09 MB	0	gpgconf (= 2.2.27-3ubuntu2.4), libassuan0 (>= 2.5.0), libbz2-1.0, libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42), libreadline8 (>= 6.0), libsqlite3-0 (>= 3.7.15), zlib1g (>= 1:1.1.4)	8
gpg-agent	2.2.27-3ubuntu2.4	amd64	609280	595.00 KB	0	gpgconf (= 2.2.27-3ubuntu2.4), pinentry-curses | pinentry, init-system-helpers (>= 1.52), libassuan0 (>= 2.5.1), libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42), libnpth0 (>= 0.90)	6
gpg-wks-client	2.2.27-3ubuntu2.4	amd64	188416	184.00 KB	0	dirmngr (= 2.2.27-3ubuntu2.4), gpg (= 2.2.27-3ubuntu2.4), gpg-agent (= 2.2.27-3ubuntu2.4), libassuan0 (>= 2.5.0), libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42)	2
gpg-wks-server	2.2.27-3ubuntu2.4	amd64	172032	168.00 KB	0	gpg (= 2.2.27-3ubuntu2.4), gpg-agent (= 2.2.27-3ubuntu2.4), libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42)	1
gpgconf	2.2.27-3ubuntu2.4	amd64	286720	280.00 KB	0	libassuan0 (>= 2.5.0), libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42), libreadline8 (>= 6.0)	5
gpgsm	2.2.27-3ubuntu2.4	amd64	491520	480.00 KB	0	gpgconf (= 2.2.27-3ubuntu2.4), libassuan0 (>= 2.5.0), libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42), libksba8 (>= 1.6.0), libreadline8 (>= 6.0)	4
gpgv	2.2.27-3ubuntu2.4	amd64	331776	324.00 KB	0	libbz2-1.0, libc6 (>= 2.34), libgcrypt20 (>= 1.9.0), libgpg-error0 (>= 1.42), zlib1g (>= 1:1.1.4)	6
graphviz	2.42.2-6ubuntu0.1	amd64	2481152	2.37 MB	1	libann0, libc6 (>= 2.34), libcdt5, libcgraph6, libexpat1 (>= 2.0.1), libgcc-s1 (>= 3.3.1), libgd3 (>= 2.1.0~alpha~), libglib2.0-0 (>= 2.16.0), libgts-0.7-5 (>= 0.7.6), libgvc6 (>= 2.42.1), libgvpr2, liblab-gamut1, libstdc++6 (>= 5), libx11-6, libxaw7 (>= 2:1.0.14), libxmu6 (>= 2:1.1.3), libxt6	1
grep	3.7-1build1	amd64	507904	496.00 KB	1	dpkg (>= 1.15.4) | install-info	0
groff-base	1.22.4-8build1	amd64	3526656	3.36 MB	0	libc6 (>= 2.35), libgcc-s1 (>= 4.0), libstdc++6 (>= 4.1.1), libuchardet0 (>= 0.0.1)	2
gsettings-desktop-schemas	42.0-1ubuntu1	all	315392	308.00 KB	0	dconf-gsettings-backend | gsettings-backend, session-migration	1
gsfonts	1:8.11+urwcyr1.0.7~pre44-4.5	all	4545536	4.33 MB	0	-	2
gtk-update-icon-cache	3.24.33-1ubuntu2.2	amd64	163840	160.00 KB	0	libc6 (>= 2.34), libgdk-pixbuf-2.0-0 (>= 2.40.0), libglib2.0-0 (>= 2.57.2)	2
guile-3.0-libs	3.0.7-1	amd64	53268480	50.80 MB	0	libc6 (>= 2.35), libcrypt1 (>= 1:4.1.0), libffi8 (>= 3.4), libgc1 (>= 1:7.4.2), libgmp10 (>= 2:6.2.1+dfsg), libreadline8 (>= 6.0), libunistring2 (>= 0.9.7)	1
gyp	0.1+20210831gitd6c5dd5-5	all	1192960	1.14 MB	0	python3:any, python3-pkg-resources	1
gzip	1.10-4ubuntu4.1	amd64	245760	240.00 KB	1	dpkg (>= 1.15.4) | install-info	0
hdparm	9.60+ds-1build3	amd64	249856	244.00 KB	0	libc6 (>= 2.34), lsb-base	1
hicolor-icon-theme	0.17-2	all	450560	440.00 KB	0	-	4
hostname	3.23ubuntu2	amd64	52224	51.00 KB	1	-	0
htop	3.0.5-7build2	amd64	342016	334.00 KB	1	libc6 (>= 2.34), libncursesw6 (>= 6), libnl-3-200 (>= 3.2.7), libnl-genl-3-200 (>= 3.2.7), libtinfo6 (>= 6)	1
humanity-icon-theme	0.6.16	all	21155840	20.18 MB	0	adwaita-icon-theme, hicolor-icon-theme	1
hunspell-en-us	1:2020.12.07-2	all	899072	878.00 KB	0	dictionaries-common (>= 0.10)	0
ibus	1.5.26-4	amd64	1274880	1.22 MB	0	init-system-helpers (>= 1.52), python3:any, libatk1.0-0 (>= 1.12.4), libc6 (>= 2.34), libcairo2 (>= 1.2.4), libdconf1 (>= 0.14.0), libgdk-pixbuf-2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.68.0), libgtk-3-0 (>= 3.21.5), libibus-1.0-5 (>= 1.5.19), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libx11-6, libxfixes3 (>= 1:6.0.0), libxi6 (>= 2:1.2.99.4), adwaita-icon-theme, dconf-cli, ibus-data (= 1.5.26-4), gir1.2-gtk-3.0 (>= 3.8.5), gir1.2-ibus-1.0 (= 1.5.26-4), python3-gi, python3-ibus-1.0 (= 1.5.26-4)	0
ibverbs-providers	28.0-1ubuntu1	amd64	910336	889.00 KB	0	libc6 (>= 2.14), libibverbs1 (>= 25)	0
icu-devtools	70.1-2	amd64	694272	678.00 KB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.3.1), libicu70 (>= 70.1-1~), libstdc++6 (>= 5.2)	1
iio-sensor-proxy	3.3-0ubuntu6	amd64	129024	126.00 KB	0	libc6 (>= 2.34), libglib2.0-0 (>= 2.67.3), libgudev-1.0-0 (>= 1:237)	0
im-config	0.50-2ubuntu22.04.1	all	372736	364.00 KB	0	gettext-base	0
imagemagick-6-common	8:6.9.11.60+dfsg-1.3ubuntu0.22.04.5	all	492544	481.00 KB	0	-	2
info	6.8-4build1	amd64	869376	849.00 KB	0	libc6 (>= 2.34), libtinfo6 (>= 6), install-info	2
init	1.62	amd64	22528	22.00 KB	1	init-system-helpers (>= 1.25)	1
init-system-helpers	1.62	all	136192	133.00 KB	0	perl-base (>= 5.20.1-3)	17
initramfs-tools	0.140ubuntu13.5	all	151552	148.00 KB	0	initramfs-tools-core (= 0.140ubuntu13.5), linux-base	11
initramfs-tools-bin	0.140ubuntu13.5	amd64	139264	136.00 KB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libudev1 (>= 183)	1
initramfs-tools-core	0.140ubuntu13.5	all	281600	275.00 KB	0	busybox-initramfs (>= 1:1.30.1-4ubuntu5~), initramfs-tools-bin (= 0.140ubuntu13.5), klibc-utils (>= 2.0.4-8~), cpio (>= 2.12), zstd, kmod, udev, coreutils (>= 8.24), logsave | e2fsprogs (<< 1.45.3-1~)	3
install-info	6.8-4build1	amd64	263168	257.00 KB	0	libc6 (>= 2.34)	4
ipp-usb	0.9.20-1ubuntu0.22.04.1	amd64	5451776	5.20 MB	0	avahi-daemon, libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libc6 (>= 2.34), libusb-1.0-0 (>= 2:1.0.16)	0
ippusbxd	1.34-2ubuntu1	amd64	109568	107.00 KB	0	libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libc6 (>= 2.15), libcups2 (>= 1.7.0), libusb-1.0-0 (>= 2:1.0.16), libxml2 (>= 2.7.4)	0
iproute2	5.15.0-1ubuntu2	amd64	2949120	2.81 MB	0	debconf (>= 0.5) | debconf-2.0, libbpf0 (>= 1:0.2), libbsd0 (>= 0.0), libc6 (>= 2.34), libcap2 (>= 1:2.10), libdb5.3, libelf1 (>= 0.131), libmnl0 (>= 1.0.3-4~), libselinux1 (>= 3.1~), libxtables12 (>= 1.6.0+snapshot20161117), libcap2-bin	6
iptables	1.8.7-1ubuntu5.2	amd64	2905088	2.77 MB	0	libip4tc2 (= 1.8.7-1ubuntu5.2), libip6tc2 (= 1.8.7-1ubuntu5.2), libxtables12 (= 1.8.7-1ubuntu5.2), netbase (>= 6.0), libc6 (>= 2.34), libmnl0 (>= 1.0.3-4~), libnetfilter-conntrack3 (>= 1.0.6), libnfnetlink0, libnftnl11 (>= 1.1.5)	4
iputils-ping	3:20211215-1ubuntu0.1	amd64	115712	113.00 KB	0	libcap2-bin, libc6 (>= 2.34), libcap2 (>= 1:2.10), libidn2-0 (>= 0.6)	1
iputils-tracepath	3:20211215-1ubuntu0.1	amd64	49152	48.00 KB	0	libc6 (>= 2.34)	1
irqbalance	1.8.0-1ubuntu0.2	amd64	152576	149.00 KB	0	libc6 (>= 2.34), libcap-ng0 (>= 0.7.9), libglib2.0-0 (>= 2.35.8), libncursesw6 (>= 6), libnuma1 (>= 2.0.11), libsystemd0, libtinfo6 (>= 6)	2
isc-dhcp-client	4.4.1-2.3ubuntu2.4	amd64	689152	673.00 KB	0	libc6 (>= 2.34), libdns-export1110, libisc-export1105, debianutils (>= 2.8.2), iproute2	2
isc-dhcp-common	4.4.1-2.3ubuntu2.4	amd64	168960	165.00 KB	0	debianutils (>= 2.8.2)	1
iso-codes	4.9.0-1	all	20243456	19.31 MB	0	-	2
javascript-common	11+nmu1	all	33792	33.00 KB	0	-	10
kbd	2.3.0-3ubuntu4.22.04	amd64	1359872	1.30 MB	0	libc6 (>= 2.34), console-setup | console-setup-mini	5
keyboard-configuration	1.205ubuntu3	all	862208	842.00 KB	0	liblocale-gettext-perl	2
klibc-utils	2.0.10-4ubuntu0.1	amd64	560128	547.00 KB	0	libklibc (= 2.0.10-4ubuntu0.1)	1
kmod	29-1ubuntu1	amd64	257024	251.00 KB	0	libc6 (>= 2.34), liblzma5 (>= 5.1.1alpha+20120614), libssl3 (>= 3.0.0~~alpha1), libzstd1 (>= 1.4.0), libkmod2 (= 29-1ubuntu1), lsb-base	5
kpartx	0.8.8-1ubuntu1.22.04.4	amd64	101376	99.00 KB	0	libc6 (>= 2.34), libdevmapper1.02.1 (>= 2:1.02.97), udev, dmsetup	1
krb5-locales	1.19.2-2ubuntu0.7	all	135168	132.00 KB	0	-	1
landscape-client	23.02-0ubuntu1~22.04.4	amd64	606208	592.00 KB	0	python3:any, debconf (>= 0.5) | debconf-2.0, libc6 (>= 2.34), landscape-common (= 23.02-0ubuntu1~22.04.4), python3-pycurl	1
landscape-common	23.02-0ubuntu1~22.04.4	amd64	421888	412.00 KB	1	python3:any, debconf (>= 0.5) | debconf-2.0, python3-twisted, python3-configobj, python3-apt, ca-certificates, python3-gdbm, python3-netifaces, lsb-release, lsb-base, adduser, bc, lshw, libpam-modules	1
language-selector-common	0.219.1	all	1818624	1.73 MB	0	python3:any, iso-codes, python3-apt (>= 0.7.12.0), python3-dbus, dbus, accountsservice (>= 0.6.29-1ubuntu6)	0
less	590-1ubuntu0.22.04.3	amd64	328704	321.00 KB	0	libc6 (>= 2.34), libtinfo6 (>= 6)	6
lib32asan6	11.4.0-1ubuntu1~22.04.2	amd64	6827008	6.51 MB	0	gcc-11-base (= 11.4.0-1ubuntu1~22.04.2), lib32gcc-s1, libc6-i386 (>= 2.34)	2
lib32atomic1	12.3.0-1ubuntu1~22.04.2	amd64	39936	39.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6-i386 (>= 2.4)	2
lib32gcc-11-dev	11.4.0-1ubuntu1~22.04.2	amd64	8138752	7.76 MB	0	gcc-11-base (= 11.4.0-1ubuntu1~22.04.2), lib32gcc-s1 (>= 11.4.0-1ubuntu1~22.04.2), libx32gcc-s1 (>= 11.4.0-1ubuntu1~22.04.2), lib32gomp1 (>= 11.4.0-1ubuntu1~22.04.2), libx32gomp1 (>= 11.4.0-1ubuntu1~22.04.2), lib32itm1 (>= 11.4.0-1ubuntu1~22.04.2), libx32itm1 (>= 11.4.0-1ubuntu1~22.04.2), lib32atomic1 (>= 11.4.0-1ubuntu1~22.04.2), libx32atomic1 (>= 11.4.0-1ubuntu1~22.04.2), lib32asan6 (>= 11.4.0-1ubuntu1~22.04.2), libx32asan6 (>= 11.4.0-1ubuntu1~22.04.2), lib32ubsan1 (>= 11.4.0-1ubuntu1~22.04.2), libx32ubsan1 (>= 11.4.0-1ubuntu1~22.04.2), lib32quadmath0 (>= 11.4.0-1ubuntu1~22.04.2), libx32quadmath0 (>= 11.4.0-1ubuntu1~22.04.2)	1
lib32gcc-s1	12.3.0-1ubuntu1~22.04.2	amd64	166912	163.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6-i386 (>= 2.35)	5
lib32gomp1	12.3.0-1ubuntu1~22.04.2	amd64	342016	334.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6-i386 (>= 2.34)	2
lib32itm1	12.3.0-1ubuntu1~22.04.2	amd64	115712	113.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6-i386 (>= 2.34)	2
